iTOW,version,posCovValid,velCovValid,reserved0,posCovNN,posCovNE,posCovND,posCovEE,posCovED,posCovDD,velCovNN,velCovNE,velCovND,velCovEE,velCovED,velCovDD
94432000,0,1,1,1171368248954360692736,0.24397502839565277,-0.09637579321861267,0.2831842005252838,0.3685034215450287,-0.24633413553237915,1.4995661973953247,0.00821626652032137,-0.0025410715024918318,0.006303800735622644,0.010122590698301792,3.509386442601681e-05,0.02925002947449684
94433000,0,1,1,1171368248954360692736,0.24689525365829468,-0.09752737730741501,0.28743457794189453,0.3724164366722107,-0.2432851791381836,1.5152146816253662,0.007684575393795967,-0.0020453089382499456,0.006240302696824074,0.012886999174952507,-0.001103776739910245,0.033207762986421585
94434000,0,1,1,1171368248954360692736,0.25331568717956543,-0.10041086375713348,0.2943386435508728,0.3803645074367523,-0.24831189215183258,1.5443503856658936,0.009980246424674988,-0.003650980070233345,0.006418338045477867,0.015123570337891579,-0.004439071752130985,0.03717481717467308
94435000,0,1,1,1171368248954360692736,0.25840628147125244,-0.10521043092012405,0.2926271855831146,0.3917231559753418,-0.2469557523727417,1.5583868026733398,0.009529035538434982,-0.00416609738022089,0.004880155902355909,0.015235918574035168,-0.001947331242263317,0.033954136073589325
94436000,0,1,1,1171368248954360692736,0.2754807770252228,-0.11046905815601349,0.30753302574157715,0.4052172899246216,-0.26149341464042664,1.6143054962158203,0.01636471226811409,-0.0037675341591238976,0.009582246653735638,0.01907145045697689,-0.008554832078516483,0.045226700603961945
94437000,0,1,1,1171368248954360692736,0.29152563214302063,-0.11189977824687958,0.3205867409706116,0.42031583189964294,-0.2769768238067627,1.6726067066192627,0.012309904210269451,-0.00018704915419220924,0.008027875795960426,0.01933685503900051,-0.007748682517558336,0.04714692756533623
94438000,0,1,1,1171368248954360692736,0.30458247661590576,-0.11124108731746674,0.32897138595581055,0.4328928589820862,-0.29030612111091614,1.7173629999160767,0.012413372285664082,-0.0009202673099935055,0.006435174494981766,0.01620096154510975,-0.005930072162300348,0.04145052656531334
94439000,0,1,1,1171368248954360692736,0.3050074577331543,-0.11296793818473816,0.31834840774536133,0.4407026767730713,-0.2938151955604553,1.711404800415039,0.007256133947521448,-0.003056907095015049,0.002030148869380355,0.014230054803192616,-0.004652649164199829,0.03239889070391655
94440000,0,1,1,1171368248954360692736,0.30424606800079346,-0.11515834927558899,0.30225270986557007,0.45645296573638916,-0.3015980124473572,1.7160383462905884,0.008679757826030254,-0.0015935051487758756,0.0003639564383774996,0.018760085105895996,-0.005912783555686474,0.03811665624380112
94441000,0,1,1,1171368248954360692736,0.30174338817596436,-0.11784204840660095,0.2816241979598999,0.4605739712715149,-0.3107556700706482,1.6952093839645386,0.008066121488809586,-0.0025832620449364185,0.0007702735019847751,0.013463374227285385,-0.005066765006631613,0.03318840265274048
94442000,0,1,1,1171368248954360692736,0.30085045099258423,-0.12169182300567627,0.27009284496307373,0.4665648937225342,-0.32580071687698364,1.6876897811889648,0.00908594112843275,-0.004194479435682297,0.0035668695345520973,0.016979388892650604,-0.00872583407908678,0.03619227930903435
94443000,0,1,1,1171368248954360692736,0.300938218832016,-0.12552741169929504,0.2632249593734741,0.4699828326702118,-0.3379582166671753,1.683374047279358,0.008289427496492863,-0.0026992708444595337,0.0028641927056014538,0.015128882601857185,-0.007440815679728985,0.03468914330005646
94444000,0,1,1,1171368248954360692736,0.2979140877723694,-0.12637166678905487,0.2534462809562683,0.47261500358581543,-0.3488421142101288,1.6796289682388306,0.00861295685172081,-0.0036002472043037415,0.0024005884770303965,0.01586216874420643,-0.007041273172944784,0.03525790199637413
94445000,0,1,1,1171368248954360692736,0.29363104701042175,-0.12564913928508759,0.24365133047103882,0.4746556282043457,-0.35897278785705566,1.6734927892684937,0.008325522765517235,-0.002257133135572076,0.004430428147315979,0.013383865356445312,-0.008056413382291794,0.03642711043357849
94446000,0,1,1,1171368248954360692736,0.28930744528770447,-0.12516146898269653,0.23506861925125122,0.4713476896286011,-0.3597947955131531,1.6659049987792969,0.008008911274373531,-0.0031373552046716213,0.0029053008183836937,0.014237988740205765,-0.00330440909601748,0.03535959869623184
94447000,0,1,1,1171368248954360692736,0.2841464877128601,-0.12398799508810043,0.22773468494415283,0.4704951345920563,-0.3624970316886902,1.6632943153381348,0.007590427994728088,-0.00290311174467206,0.0036601803731173277,0.013644042424857616,-0.007504940032958984,0.03606656938791275
94448000,0,1,1,1171368248954360692736,0.2776457965373993,-0.12208475172519684,0.22112537920475006,0.4690892696380615,-0.36933404207229614,1.663106918334961,0.006637390237301588,-0.0016483748331665993,0.0025758862029761076,0.01578458771109581,-0.008327839896082878,0.0396260991692543
94449000,0,1,1,1171368248954360692736,0.27155590057373047,-0.11775197088718414,0.21397756040096283,0.4679730534553528,-0.37172290682792664,1.6617412567138672,0.006134092342108488,-0.0013501608045771718,0.0023055560886859894,0.01383114606142044,-0.005938542075455189,0.0359894260764122
94450000,0,1,1,1171368248954360692736,0.2664601802825928,-0.11174782365560532,0.2033223807811737,0.46679258346557617,-0.3742268681526184,1.6677685976028442,0.006496158428490162,0.0005772770382463932,9.87491657724604e-05,0.012949539348483086,-0.005357818212360144,0.03825787082314491
94451000,0,1,1,1171368248954360692736,0.25890281796455383,-0.10522688180208206,0.19494791328907013,0.4571540057659149,-0.3629482388496399,1.6442945003509521,0.005769071634858847,-0.0006362333660945296,0.002530899131670594,0.011054901406168938,-0.002848765579983592,0.030741866677999496
