version,reserved0,refStationID,iTOW,relPosN,relPosE,relPosD,relPosLength,relPosHeading,reserved1,accN,accE,accD,accLength,accHeading,reserved2,gnssFixOK,diffSoln,relPosValid,carrSoln,isMoving,refPosMiss,refObsMiss,relPosHeadingValid,relPosNormalized
1,0,0,94562000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0
1,0,0,94563000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0
1,0,0,94564000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0
1,0,0,94565000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0
1,0,0,94566000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0
1,0,0,94567000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0
1,0,0,94568000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0
1,0,0,94569000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0
1,0,0,94570000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0
1,0,0,94571000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0
1,0,0,94572000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0
1,0,0,94573000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0
1,0,0,94574000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0
1,0,0,94575000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0
1,0,0,94576000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0
1,0,0,94577000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0
1,0,0,94578000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0
1,0,0,94579000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0
1,0,0,94580000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0
1,0,0,94581000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0
1,0,0,94582000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0
1,0,0,94583000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0
1,0,0,94584000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0
1,0,0,94585000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0
1,0,0,94586000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0
1,0,0,94587000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0
1,0,0,94588000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0
1,0,0,94589000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0
1,0,0,94590000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0
1,0,0,94591000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0
1,0,0,94592000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0
1,0,0,94593000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0
1,0,0,94594000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0
1,0,0,94595000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0
1,0,0,94596000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0
1,0,0,94597000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0
