version,nBlocks,reserved0,blockId_01,jammingState_01,antStatus_01,antPower_01,postStatus_01,reserved1_01,noisePerMS_01,agcCnt_01,jamInd_01,ofsI_01,magI_01,ofsQ_01,magQ_01,reserved2_01,blockId_02,jammingState_02,antStatus_02,antPower_02,postStatus_02,reserved1_02,noisePerMS_02,agcCnt_02,jamInd_02,ofsI_02,magI_02,ofsQ_02,magQ_02,reserved2_02
0,2,0,0,0,1,2,0,0,77,5265,6,15,172,2,172,0,1,0,1,2,0,0,50,4563,2,15,138,28,140,0
0,2,0,0,0,1,2,0,0,76,5265,6,9,171,3,165,0,1,0,1,2,0,0,50,4563,3,27,164,12,170,0
0,2,0,0,0,1,2,0,0,82,5265,4,8,165,3,166,0,1,0,1,2,0,0,50,4563,2,21,168,16,168,0
0,2,0,0,0,1,2,0,0,82,5265,8,8,171,3,171,0,1,0,1,2,0,0,47,4563,6,18,159,2,161,0
0,2,0,0,0,1,2,0,0,76,5265,9,9,182,3,181,0,1,0,1,2,0,0,47,4563,8,18,190,-3,192,0
0,2,0,0,0,1,2,0,0,76,4914,10,12,164,4,158,0,1,0,1,2,0,0,47,4563,3,25,150,18,146,0
0,2,0,0,0,1,2,0,0,71,4914,3,11,156,4,154,0,1,0,1,2,0,0,51,4563,4,19,130,16,128,0
0,2,0,0,0,1,2,0,0,71,4914,3,10,161,7,158,0,1,0,1,2,0,0,51,4914,6,23,169,1,174,0
0,2,0,0,0,1,2,0,0,71,4914,6,10,165,0,154,0,1,0,1,2,0,0,54,4914,8,7,183,9,172,0
0,2,0,0,0,1,2,0,0,71,4914,7,7,160,9,153,0,1,0,1,2,0,0,54,4563,4,15,166,24,150,0
0,2,0,0,0,1,2,0,0,71,4914,5,6,143,3,137,0,1,0,1,2,0,0,51,4563,5,28,191,2,230,0
0,2,0,0,0,1,2,0,0,71,4914,7,12,138,1,139,0,1,0,1,2,0,0,54,4563,4,21,133,25,127,0
0,2,0,0,0,1,2,0,0,71,5265,5,-5,133,5,127,0,1,0,1,2,0,0,54,4914,4,14,226,10,187,0
0,2,0,0,0,1,2,0,0,87,5265,6,10,171,2,165,0,1,0,1,2,0,0,58,4914,9,24,167,0,174,0
0,2,0,0,0,1,2,0,0,87,5265,7,9,165,2,169,0,1,0,1,2,0,0,58,4914,4,6,213,1,192,0
0,2,0,0,0,1,2,0,0,87,5265,3,12,169,0,168,0,1,0,1,2,0,0,62,4914,9,14,167,14,154,0
0,2,0,0,0,1,2,0,0,87,5265,5,12,166,4,167,0,1,0,1,2,0,0,62,4914,9,22,216,4,224,0
0,2,0,0,0,1,2,0,0,87,5265,5,11,165,5,159,0,1,0,1,2,0,0,58,4563,4,12,209,11,166,0
0,2,0,0,0,1,2,0,0,87,5265,6,10,176,1,172,0,1,0,1,2,0,0,54,4563,4,21,197,17,179,0
0,2,0,0,0,1,2,0,0,86,5265,4,12,170,4,166,0,1,0,1,2,0,0,54,4563,3,29,199,10,190,0
0,2,0,0,0,1,2,0,0,81,5265,4,10,173,0,168,0,1,0,1,2,0,0,50,4563,3,25,149,8,125,0
0,2,0,0,0,1,2,0,0,81,5265,6,11,170,3,167,0,1,0,1,2,0,0,50,4563,2,25,154,21,143,0
0,2,0,0,0,1,2,0,0,81,5265,6,11,176,2,179,0,1,0,1,2,0,0,54,4563,5,24,196,3,191,0
0,2,0,0,0,1,2,0,0,81,5265,6,8,176,2,179,0,1,0,1,2,0,0,54,4563,4,30,130,23,122,0
0,2,0,0,0,1,2,0,0,81,5265,8,6,179,3,176,0,1,0,1,2,0,0,58,4914,8,24,141,24,143,0
0,2,0,0,0,1,2,0,0,81,5265,6,13,168,7,166,0,1,0,1,2,0,0,58,4563,3,18,227,0,216,0
0,2,0,0,0,1,2,0,0,75,4914,4,11,165,0,163,0,1,0,1,2,0,0,54,4563,4,21,163,28,154,0
0,2,0,0,0,1,2,0,0,75,4563,9,8,182,2,184,0,1,0,1,2,0,0,53,4914,7,21,130,19,141,0
0,2,0,0,0,1,2,0,0,65,4563,3,12,160,0,162,0,1,0,1,2,0,0,54,4914,7,20,171,1,201,0
0,2,0,0,0,1,2,0,0,65,4563,7,16,148,5,139,0,1,0,1,2,0,0,54,4914,6,15,156,14,161,0
0,2,0,0,0,1,2,0,0,74,4914,5,11,163,0,158,0,1,0,1,2,0,0,54,4914,7,9,206,2,198,0
0,2,0,0,0,1,2,0,0,74,4914,6,14,153,1,139,0,1,0,1,2,0,0,58,4914,7,22,181,4,174,0
0,2,0,0,0,1,2,0,0,74,4914,7,13,145,10,139,0,1,0,1,2,0,0,57,4914,8,21,165,13,198,0
0,2,0,0,0,1,2,0,0,74,4914,5,14,146,5,137,0,1,0,1,2,0,0,53,4563,5,25,130,20,154,0
0,2,0,0,0,1,2,0,0,75,5265,6,11,159,3,159,0,1,0,1,2,0,0,50,4914,8,13,214,1,197,0
0,2,0,0,0,1,2,0,0,85,5265,6,13,164,3,158,0,1,0,1,2,0,0,53,4563,4,16,204,11,223,0
0,2,0,0,0,1,2,0,0,85,5265,8,11,176,2,176,0,1,0,1,2,0,0,53,4563,3,12,205,16,220,0
